,bikeIds,biketype,boundary,boundary_lat1,boundary_lat2,boundary_long1,boundary_long2,boundary_number,consecutive_lat_long_meters,distId,distNum,distX,distY,distance,from_lat,from_long,type,run_at,run_date,run_hour,run_minute,run_at_dt,lat_long_combined,upone,distY_lag,distX_lag,last_location_of_day,Haversine_distance_meters,hour_cluster,lat_on_grid,lon_on_grid,grid_point,grid_point_int,poly_point,poly,poly_perimeter,center_lat,center_lon,weekday
10,A280005880#,1.0,,18.540385,18.474621,73.817805,73.809393,3.0,500.0,A280005880,1.0,73.809238,18.506183,586,18.509172514507263,73.81381251770229,0.0,180611-1226,180611,12,20,2018-06-11 12:26:00,"18.506183, 73.809238","18.490966, 73.818655",18.490966,73.818655,"18.506183, 73.809238",1962.5362738364715,afternoon,18.506183,73.809238,[[30]],30.0,30.0,"POLYGON ((73.80805567009908 18.5094324270547, 73.80782846674282 18.50045180625744, 73.8172979673724 18.50045161381736, 73.81752566409548 18.50943222337794, 73.80805567009908 18.5094324270547))",0.03690648464774166,18.50494205663963,73.81267694207902,Monday
11,A280005880#,1.0,,18.541494,18.463779000000002,73.82991,73.819816,4.0,500.0,A280005880,1.0,73.818446,18.491338,604,18.48799890419753,73.82296241016691,0.0,180612-1632,180612,16,20,2018-06-12 16:32:00,"18.491338, 73.818446","18.498834, 73.82184699999999",18.498834,73.82184699999999,,907.6847990477779,afternoon,18.491338,73.818446,[[41]],41.0,41.0,"POLYGON ((73.81707029453172 18.49147100398452, 73.81684264555854 18.48249039387959, 73.8263111596076 18.48249022405543, 73.82653930184236 18.49147082290169, 73.81707029453172 18.49147100398452))",0.03690451256506671,18.486980650213873,73.82169085038655,Tuesday
12,A280005880#,1.0,,18.541494,18.463779000000002,73.82991,73.819816,4.0,500.0,A280005880,1.0,73.821708,18.498916,417,18.501372701922666,73.8246989004481,0.0,180613-0025,180613,0,20,2018-06-13 00:25:00,"18.498916, 73.821708","18.509081, 73.874449",18.509081,73.874449,,5676.825039524297,night,18.498916,73.821708,[[40]],40.0,40.0,"POLYGON ((73.8172979673724 18.50045161381736, 73.81707029453172 18.49147100398452, 73.82653930184236 18.49147082290169, 73.82676746799631 18.50045142147468, 73.8172979673724 18.50045161381736))",0.03690549980749337,18.49596125455518,73.82191875793723,Wednesday
13,A280005880#,1.0,,18.544228,18.450344,73.87683100000001,73.874558,8.0,500.0,A280005880,1.0,73.874392,18.509079999999997,449,18.512795065141827,73.87606991699091,0.0,180619-1229,180619,12,24,2018-06-19 12:29:00,"18.509079999999997, 73.874392","18.510102, 73.874404",18.510102,73.874404,,113.68393574405847,afternoon,,,,,,,,,,Tuesday
14,A280005880#,1.0,,18.544228,18.450344,73.87683100000001,73.874558,8.0,500.0,A280005880,1.0,73.874157,18.509033,464,18.512795065141827,73.87606991699091,0.0,180621-0823,180621,8,18,2018-06-21 08:23:00,"18.509033, 73.874157","18.502133999999998, 73.811323",18.502133999999998,73.811323,"18.509033, 73.874157",6671.909393218528,morning,18.509033,73.874157,[[84]],84.0,84.0,"POLYGON ((73.86487563396511 18.50943120608991, 73.86464547043569 18.50045065307793, 73.87411497103156 18.50045046122224, 73.87434562791665 18.50943100285145, 73.86487563396511 18.50943120608991))",0.03690649976687059,18.50494086982257,73.86949542583883,Thursday
15,A280005880#,1.0,,18.540385,18.474621,73.817805,73.809393,3.0,500.0,A280005880,1.0,73.811573,18.501911,358,18.504713581169874,73.8132422820164,0.0,180624-2029,180624,20,24,2018-06-24 20:29:00,"18.501911, 73.811573","18.504049, 73.80955",18.504049,73.80955,"18.501911, 73.811573",319.51047684827546,evening,18.501911,73.811573,[[30]],30.0,30.0,"POLYGON ((73.80805567009908 18.5094324270547, 73.80782846674282 18.50045180625744, 73.8172979673724 18.50045161381736, 73.81752566409548 18.50943222337794, 73.80805567009908 18.5094324270547))",0.03690648464774166,18.50494205663963,73.81267694207902,Sunday
16,A280005880#,1.0,,18.540385,18.474621,73.817805,73.809393,3.0,500.0,A280005880,1.0,73.809313,18.504159,419,18.504713581169874,73.8132422820164,0.0,180625-2053,180625,20,48,2018-06-25 20:53:00,"18.504159, 73.809313","18.504043, 73.807781",18.504043,73.807781,"18.504159, 73.809313",162.10866709497168,evening,18.504159,73.809313,[[30]],30.0,30.0,"POLYGON ((73.80805567009908 18.5094324270547, 73.80782846674282 18.50045180625744, 73.8172979673724 18.50045161381736, 73.81752566409548 18.50943222337794, 73.80805567009908 18.5094324270547))",0.03690648464774166,18.50494205663963,73.81267694207902,Monday
17,A280001473#,1.0,,18.514506,18.482566000000002,73.793201,73.79339,1.0,500.0,A280001473,1.0,73.789525,18.505692,619,18.510014468240357,73.7932275797247,0.0,180603-0635,180603,6,30,2018-06-03 06:35:00,"18.505692, 73.789525","18.509192000000002, 73.83292800000001",18.509192000000002,73.83292800000001,,4594.554030128949,morning,18.505692,73.789525,[[12]],12.0,12.0,"POLYGON ((73.78911568208366 18.5094328346274, 73.78888946546665 18.50045219142981, 73.79835896610759 18.50045199879492, 73.79858567609513 18.50943263080453, 73.78911568208366 18.5094328346274))",0.036906479651858226,18.504942452927132,73.79373744743982,Sunday
18,A280001473#,1.0,,18.541494,18.463779000000002,73.82991,73.819816,4.0,500.0,A280001473,1.0,73.83297900000001,18.509102,763,18.51028855827376,73.82585671133275,0.0,180603-2235,180603,22,30,2018-06-03 22:35:00,"18.509102, 73.83297900000001","18.505604, 73.78965",18.505604,73.78965,"18.509102, 73.83297900000001",4586.760319166486,evening,18.509102,73.83297900000001,[[48]],48.0,48.0,"POLYGON ((73.82699565808439 18.50943201977422, 73.82676746799631 18.50045142147468, 73.83623696861457 18.5004512292294, 73.83646565206578 18.50943181624357, 73.82699565808439 18.50943201977422))",0.03690648966552855,18.504941660693042,73.83161643669186,Sunday
19,A280001473#,1.0,,18.514506,18.482566000000002,73.793201,73.79339,1.0,500.0,A280001473,1.0,73.789658,18.505629000000003,616,18.510014468240357,73.7932275797247,0.0,180604-0625,180604,6,20,2018-06-04 06:25:00,"18.505629000000003, 73.789658","18.507594, 73.799525",18.507594,73.799525,,1063.4523822836786,morning,18.505629000000003,73.789658,[[12]],12.0,12.0,"POLYGON ((73.78911568208366 18.5094328346274, 73.78888946546665 18.50045219142981, 73.79835896610759 18.50045199879492, 73.79858567609513 18.50943263080453, 73.78911568208366 18.5094328346274))",0.036906479651858226,18.504942452927132,73.79373744743982,Monday
20,A280001473#,1.0,,18.514506,18.482566000000002,73.793201,73.79339,1.0,500.0,A280001473,1.0,73.799472,18.507633,710,18.510014468240357,73.7932275797247,0.0,180604-1826,180604,18,20,2018-06-04 18:26:00,"18.507633, 73.799472","18.507896, 73.807344",18.507896,73.807344,,830.8308814994913,evening,18.507633,73.799472,[[21]],21.0,21.0,"POLYGON ((73.79858567609513 18.50943263080453, 73.79835896610759 18.50045199879492, 73.80782846674282 18.50045180625744, 73.80805567009908 18.5094324270547, 73.79858567609513 18.50943263080453))",0.036906482147069306,18.50494225474077,73.80320719476272,Monday
21,A280001473#,1.0,,18.535232,18.480482000000002,73.802329,73.801802,2.0,500.0,A280001473,1.0,73.807386,18.508098999999998,762,18.51277492298647,73.80211283162066,0.0,180606-0427,180606,4,20,2018-06-06 04:27:00,"18.508098999999998, 73.807386","18.50949, 73.808399",18.50949,73.808399,,188.02903047040272,night,18.508098999999998,73.807386,[[21]],21.0,21.0,"POLYGON ((73.79858567609513 18.50943263080453, 73.79835896610759 18.50045199879492, 73.80782846674282 18.50045180625744, 73.80805567009908 18.5094324270547, 73.79858567609513 18.50943263080453))",0.036906482147069306,18.50494225474077,73.80320719476272,Wednesday
